2025-12-26 16:43:31.610331,ETHUSDT,C,C,C,,LOW
2025-12-26 16:47:19.098686,ETHUSDT,C,C,C,,LOW
2025-12-26 16:51:40.997943,ETHUSDT,C,C,C,C,LOW
